Item Number,Old product code,LOCAL ITEM NAME TRANSLATION,UPC Code,Primary Units Type
2000432,65511550000,Uztīšanas rullis SC/BS svariem,2000000012032,Piece
2000433,65511550300,Uzlīmju uztinēja ruļļa slīdnis BS/SC sarkans (65511550300),2000000012070,Piece
2000434,65520501400,Rullīšu izņēmējs (65520501400),2000000092133,Piece
2000435,65521220800,Uzlīmju padeves plāksne GLM-I 100*15mm,2000000031071,Piece
2000436,65525110102,Konvejeru kontrolieris GV/GS marķētājam,2000000030425,Piece
2000437,65535410150,Printer board interface RS 232 GX/GLP,2000000128771,Piece
2000439,65550820001,Tīkla karte RJ4 GS/GV1260,2000000109374,Piece
2000440,65552672500,Zobsiksna 77003521,2000000155531,Piece
2000441,65620106001,Klaviatūra GLP,2000000063249,Piece
2000442,65620113600,Supports,2000000161822,Piece
2000444,65620118900,GLM-E drukas rullītis,2000000070001,Piece
2000445,65620124201,Skrūve,2000000162041,Piece
2000446,65620124606,GLP printera vāks (65620124606),2000000060835,Piece
2000447,65620124900,Blīve Glp Printera Vākam,2000000063720,Piece
2000448,65620126100,Glm-E Spriegotāja Rullītis,2000000106366,Piece
2000449,65621003000,Displejs Gt-240 Terminālam,2000000018478,Piece
2000450,65626110500,Vads Termogalviņai Glp Printerim,2000000026541,Piece
2000451,65626400200,Konektors Eur Gtct Glp,2000000094618,Piece
2000452,65684021101,Platformas Vads Ar Savienojumu 3M Term.-Savien.,2000000049557,Piece
2000453,65684040200,Platformas Vads 6M,2000000025513,Piece
2000454,65708600154,GLM-I Evo ext pamatplate,2000000156460,Piece
2000455,660510,Siera nazis central block cutter,2000005001680,Piece
2000456,671540,Mod.automāts HTI 3P 80A C 02 Mod M61HTI103C080,2000000086798,Piece
2000457,674656,Mod. automāts G60 3P 32A C,2000000102528,Piece
2000458,686802,"Ritenis D.100 balta poliamīda 6 cinkotā, grozāmā, ar bremzi",2000000092867,Piece
2000459,69769133,S10 4-65W PH starters,2000000148793,Piece
2000460,6PPDNCL,Slēdžu grupa Mainca,2000000150666,Piece
2000461,700.740.016,Pamatplate Soehnle 3010 terminālam,2000000097800,Piece
2000462,70010598,T-veida savienojums,2000000145242,Piece
2000463,7032,Vāka atvēršanas svira H-sērijas pildierīcēm Talsa,2000000033235,Piece
2000464,70604,"Ass, Plutone mikserim",2000000118383,Piece
2000465,71011910000,Kabelu fiksators UNI-D M16,2000000078908,Piece
2000466,71037830000,Soļu skaitītājs,2000000030692,Piece
2000467,71058420000,"Termogalviņa SC svariem KA2002-CF12B  (2"") (71058420000)",2000000060811,Piece
2000468,71058590000,"Termogalviņa KH svariem (3"") (71058590000)",2000000142982,Piece
2000469,71067220000,Atdalītājs 6.4 LPR 8002 N,2000000028132,Piece
2000470,71150780000,Magnēts karietes galdam A400 (71150780000),2000000144573,Piece
2000471,71162160000,Uzgrieznis M16*1.5,2000000117355,Piece
2000472,7140000805,"Blīvgumija 470*610mm Tefcold BK, PT",2000000164830,Piece
2000473,71506300000,Baterija BS/SC svariem 1/2AA-F T1,2000000029177,Piece
2000474,719.384.025,Rokturis tostera vākam,2000000093512,Piece
2000475,719.384.509,Slēdzis on/off tosterim (719.384.509),2000000079783,Piece
2000476,719.386.499,Skrūve tosterim 248,2000000081120,Piece
2000477,719.388.754,Laika atskaites slēdzis,2000000060606,Piece
2000478,719.389.121,Battery charger,2100000014354,Piece
2000479,719.390.048,Dekoratīvā folija MCD LVE200,2000000101095,Piece
2000480,719.390.123,Atsperes komplekts priekš F3D,2000000083964,Piece
2000481,719388819,Pressure regulator ansul 79318,2100000013913,Piece
2000482,719389126,Sandwich/soft drink probe,2100000012794,Piece
2000483,72-03570,Kabeļu fiksators D.15.9 FKI,2000000128221,Piece
2000484,7200002137,"PT, BK plaukts Euronorm 600*400",2000000146416,Piece
2000485,7240010015,Temperatūras adata BLC Tefcold,2000000126906,Piece
2000487,725.120.457,Lampu patrona frī fasētavai,2000000129815,Piece
2000488,7454,Bronzas ieliktnis kājas svirai H20PA Talsa,2000000025124,Piece
2000489,75100501,Ledlauzis,2000000144948,Piece
2000490,75240,Ūdens sildelements 4.0Kw 50cm,2000005000607,Piece
2000491,77638497,Atslēgas mehānisms ratiņiem duraloc EUR,2000000051642,Piece
2000492,78-146S,Switch timer,2100000012510,Piece
2000493,80-100/10,Cimdi Powerflex izmērs 10,2000000078649,Piece
2000494,80002906,Ķīmijas sūkņa turētājs 75*82.5 I36,2000000145648,Piece
2000495,80010510,Balsta vāks Desmon,2000000130897,Piece
2000496,80055,Vārsts kompresoram 65HA+HG3/325,2000005000645,Piece
2000497,807001,Sildelements iztvaikot.SKU8150,2000005001789,Piece
2000498,8070833,Relay latch/valve 5A 12V,2100000012329,Piece
2000499,81-06028,Plastikāta kāja 6028 FKI,2000000128283,Piece
2000500,811-4,GN 1/1 H-100mm 32.5*53cm metāla,2000000070148,Piece
2000501,813-40,GN 1/3 H-40mm 32.5*17.6cm metāla,2000000063027,Piece
2000502,81848121001,Teflona lenta 0.25*16,2000000148625,Meter
2000504,82340,GN 2/3 H-40mm 35.4*32.5cm metāla,2000000051048,Piece
2000505,83-07906,Termostats 50-320GRC 1-POL,2000000156378,Piece
2000506,83-08195,Teflona vāks TL5211/TL5212 TL5270 FKI,2000000128153,Piece
2000507,83-08208,Sildelements TL52-/TL5410 1.0Kw/230V FKI,2000000128160,Piece
2000508,83-08853,Sildelements GL-R45 0.3Kw/230V FKI,2000000131306,Piece
2000509,83-08950,Teflona gultnis rullīšu grilla FKI,2000000128276,Piece
2000510,84.00024,Atmetēj lāpstiņas blīvgumija,2000000142524,Meter
2000511,850607,KT LM98/A sietiņš 3 mm (98003.0),2000000015156,Piece
2000512,850611,KT LM10/P sietiņš 3mm (LM1003.0),2000000015187,Piece
2000513,850619,KT LM32 sietiņš 3mm (LM3203.0),2000000015248,Piece
2000514,850623,KT 400 zāģa lenta (40002),2000000015262,Piece
2000515,850701,KT LM98/32 A mašīnām stop poga,2000000015330,Piece
2000517,87.00087,Pārejas 16.05066 blīvgumija,2000000144283,Piece
2000518,87.00142,Kafijas saspiešanas mehānisma blīve,2000000118987,Piece
2000519,87.00176,Kafijas saspiešanas mehānisma apakšējā blīve,2000000123974,Piece
2000520,870342,Claris Blue ūdens filtrs,2000000089898,Piece
2000521,88.0004,Ūdens trubiņa D.4*0.75 La San Marco,2000000090405,Piece
2000522,9013135,Pulējamais akmenis 50-8-8 (Sirman 19300209),2000000114675,Piece
2000523,9013202,Asināšanas akmens 40-6-7.8,2000000158389,Piece
2000524,9015401,Gaļas mašīnas sietiņš Mod.12/0,2000000140995,Piece
2000525,90300400,Kases galda konveijera rullītis SE16X1 EL260,2000000100760,Piece
2000527,9100038,Zobsiksna 425 5M H15,2000000142142,Piece
2000528,91194,30-0593-9 Gaisa filtrs,2000000079479,Piece
2000529,9160865,Sildelements Fri-Jado CSD180 vitrīnai,2000000079103,Piece
2000530,9172310,Temperatūras devējs PT1000 Fri-Jado,2000000068268,Piece
2000531,92.00017,Uzgrieznis M4 La San Marco,2000000131573,Piece
2000532,92.00051,Brass nut,2000000101293,Piece
2000533,92000-008-CA,Termometrs -50+280 C,2000000086507,Piece
2000534,920004,Drošības slēdzis Spicer,2000000089904,Piece
2000535,921002,Marinēšanas trauka kreisais stiprinājums Spicer 28,2000000145808,Piece
2000536,9240012,Mikroslēdža magnēts,2000000113876,Piece
2000537,9261002S,Halogena spuldze 100W Fri-Jado Hot Deli 3-4-5,2000000166674,Piece
2000538,9281010,Ritenīts bīdāmām durvīm Fri-Jado vitrīnai,2000000080758,Piece
2000539,94008900009,"Oglīte 5*6, 3*4.15",2000000097695,Piece
2000540,9400920,Metāla detaktora testa stiks 0.6-10mm,2000000151366,Piece
2000541,94865600,Ienākošās lentes slēdzis 1-0 Chekmark kases galdam C1500VA,2000000080703,Piece
2000543,95.01684,Miksera trauka ūdens pievada stiprinājums La San Marco,2000000138435,Piece
2000544,95.01738,Temperatūras sensors,2000000101248,Piece
2000545,95.01839,Durvju aizvēršanas plastamasas stiprinājuma vietas kronšteins,2000000118994,Piece
2000546,95.01855,Blīvgumija mikserim,2000000124001,Piece
2000547,95.05048,Krāns boilerim La San Marco,2000000101224,Piece
2000549,950660,KT 325 zāģa galda sprostveida atspere,2000000071978,Piece
2000550,95948900000,Uzlīmju atmērcēšanas šķīdums 200ml,2000000012612,Piece
2000551,96.0062,Solenoida ventilis ūdenim La San Marco (LF1120088),2000000090382,Piece
2000552,96.00665,Sildelements 1.8Kw 1*230,2000000101200,Piece
2000553,96.0091,Drošinātājs 100MA 230V CSA 5*20,2000000162232,Piece
2000554,96.05151,Boilera termometrs La San Marco,2000000142463,Piece
2000555,97.00079.NP,"Pāreja LG.11 D.=6 1/4""",2000000144375,Piece
2000556,97.00088,"Savienojums ""L"" veida D.= 6 1/8""M",2000000124544,Piece
2000557,97.00096,Savienojuma caurulīte D. 4*2.5 Plus 5,2000000105826,Piece
2000558,97.00104,Metāla gredzens D.6,2000000110813,Piece
2000559,97.00107,Uzmava trubiņas M12 D.8,2000000105857,Piece
2000560,97.00125,Tvaika pārplūdes pretvārsts,2000000140193,Piece
2000561,97.0014,Sadalītājs D.=6,2000000144351,Piece
2000562,97.00161,Filtra disks D.6*5 Plus5,2000000151854,Piece
2000563,98190103,Sildelements kabeļveida 45W,2000000135618,Piece
2000564,98640402,Piltuve ledusskapim,2000000129037,Piece
2000565,99.978,Skalošanas šķidrums A/C 1L,2000000153070,Piece
2000566,A004662,Grils Ego 15,2000005003066,Piece
2000567,A01505131,Rīsu katla silikona siets,2000000126982,Piece
2000568,A015051341,Spiedpoga slēdzis,2000000094946,Piece
2000569,A031330,VT16001C mikroslēdzis 16A/250VAC T.6.35mm,2000000163260,Piece
2000570,A041014,Taimeris 2-Kan LCD/2*16A PDSU2 05102529,2000000071992,Piece
2000571,A10905P0002,Vadotne plauktiem Edesa,2000000071732,Piece
2000572,A2-20,Barošanas vads ventilātoram 2M,2000000156071,Piece
2000573,A2175HBT-TC,Ventilators 172*151*51mm 230V 344m3/H 51DBA ar lodīšu gultni,2000000114507,Piece
2000574,A343969,Kabeļu spraudnis 16A3P 6H230V I44 C,2000000138367,Piece
2000576,AC12-0700,Trubiņa krāsnij,2000000107875,Piece
2000577,AN7.000.248,Teflona aizsarga aizkari ar stiprinājumiem,2000000071169,Piece
2000578,AOC0202,Asmenis maizes griežamai iekārtai Berkel,2000000089362,Piece
2000579,ASC,Spole ASC Emerson,2000005003271,Piece
2000580,AT00-0006,Tvaika trubiņa DA6,2000000103303,Piece
2000581,AT00-0011,Uzgalis Resvika,2000000075891,Piece
2000583,AX00-0006,Motora blīve,2000000103310,Piece
2000584,AX00-0035,Durvju blīvgumija 611 2009,2000000107882,Piece
2000585,AX08-0012,Atspere Retigo 6 krāsnij,2000000068237,Piece
2000586,AX98-0043,Vadības paneļa dekoratīvā uzlīme Hp5,2000000101538,Piece
2000587,B6.011.001.082,"Blīvgumija 74,5X3 Novo Ka",2000000045139,Piece
2000588,B6.301.378.001,Kafijas aparāta Novo 011 ūdens izvada sietiņs,2000000045092,Piece
2000589,B99-0136,Paneļa uzlīme Desmon,2000000107073,Piece
2000590,BVA058,Lodveida ventilis BVAt058,2000005003356,Piece
2000592,C6828,Irdinātāja nažu komplekts (labais),2000000162089,Piece
2000593,CER015,Eņģe Garbin,2000000128498,Piece
2000594,CINP750405,Bukse mikserim Plutone 7,2000000121932,Piece
2000595,CSB-GP645,Akumulators 6V 4.5AH PB CSB,2000000135465,Piece
2000598,DM2010,Manometrs DM2010,2000005003455,Piece
2000599,DR0011,Skārenjūtīgā ekrāna rāmītis Eicon,2000000138039,Piece
2000601,EA01-0001,Durvju slēdzis,2000000103389,Piece
2000603,EA07-1012,"Adapters 3.5/12, barošanas blokam DA 20B.11",2000000099514,Piece
2000604,EA10-0058,Produkta temperatūras devējs Retigo 6 krāsnij,2000000068244,Piece
2000605,EA10-0073,PT 100 sensors M S006-Retigo 0.5M,2000000107943,Piece
2000606,EA14-0033,Ieslēgšanās/izslēgšanas poga Retigo krāsnij,2000000080604,Piece
2000607,EC-00587523,Electrolux ledusskapis,2000000104454,Piece
2000608,EHB10,HB-10 maisiņu aizkausētājs 28cm,2000000151298,Piece
2000609,EL0374806,Ūdens vārsts (EL0374806),2000000107295,Piece
2000610,EL0500642,Paneļa displejs Genius T10-11,2000000116266,Piece
2000611,EL0501008,Displeja kabelis 40 Poli GT10-11,2000000090580,Piece
2000612,EL0501678,Palīgkontaktors F-4-D-8 Eloma,2000000115474,Piece
2000613,EL0503178,Durvju mēlīte,2000000140483,Piece
2000614,EL0507814,Ūdens pievada caurule (EL0507814),2000000164199,Piece
2000616,EL0572217,Transformators BVE/6641054 11.5V 44VA / 230V/2*11.5V,2000000091624,Piece
2000618,EL0752401,Relejs 50A Eloma,2000000079288,Piece
2000619,EL0753742,Mazgāšanas sprauslas blīvējums 23.4*3.53,2000000068411,Piece
2000620,EL0754447,"Nipelis 1/8"" ūdenim (EL0754447)",2000000078731,Piece
2000621,EL0781177,Kondensāta savākšanas vannas vārsts Eloma,2000000080451,Piece
2000622,EL0783404,Dušas mehānisma uzgalis,2000000076607,Piece
2000623,EL0791393,Genius T vadības plate (LV) (EL0791393),2000000101460,Piece
2000625,EL0897264,Ūdens caurplūdes mērītājs Eloma,2000000068442,Piece
2000626,EL2001750,Eloma tvaika nosūce KH1 Jocker MT1-1,2000000148540,Piece
2000627,ELE0000459,Lielais ventilators Lioness H/5,2000000062464,Piece
2000628,ELE0003024,Keramiskais drošinātājs Linoness H/5,2000000062525,Piece
2000629,ELE0003028,6.3A lēni sprāgstošs stikla drošinātājs Lioness H/5,2000000062549,Piece
2000630,ELE496TS,Pumpja&Sanitaizera Vadi,2000000111995,Piece
2000631,ELO500578,Eloma skalošanas līdzeklis 10L (zils),2000000027210,Piece
2000632,EMI16W,Elektor motors 16 W,2000000140667,Piece
2000633,ESP10-01,Elektr. cepeškrāsns 10-01,2000005003608,Piece
2000634,F.135.A.040,Rullītis ar gultni,2000000077499,Piece
2000635,F.191.I.046,Elektronikas plate,2000000023953,Piece
2000636,F.203.A.053,Sānu mala,2000000094434,Piece
2000637,F.203.C.049,Eņģe,2000000018126,Piece
2000638,F.203.D.036,Savienojuma stienis,2000000028569,Piece
2000639,F.203.D.046,Savienojuma skava,2000000018850,Piece
2000640,F.203.E.058,Plēves satvērēja fiksators,2000000026916,Piece
2000641,F.203.N.040,Rullītis,2000000094410,Piece
2000642,F.203.N.073,Zobrats Automac,2000000042121,Piece
2000643,F.203.P.018,Clamp sliede Elixa,2000000130675,Piece
2000646,F.220.F.106,Induktīvais sensors A55,2000000029788,Piece
2000647,F.225.A.001,Teflona transportiera lenta Infeed,2000000024974,Piece
2000648,F.228.U.041,Automac Elixa birste plēves aiztaisīšanai zem trauciņa,2000000078366,Piece
2000649,F.229.WB.301,Fotoelements,2000000111155,Piece
2000650,F.U311,Optiskais sensors Elixa,2000000073477,Piece
2000653,F85006,"Līkums F85006 - 5/8"", 90 grādi divpusējs, ar lielu rādiusu",2000000154343,Piece
2000654,FAS2051,Metāla gredzens cauruļu fiksācijai,2000000113500,Piece
2000655,FBSYR932,Sīrupa līnija FB2001,2000000085456,Piece
2000656,FIX1036,1/4 Uz 1/4 OD savienojuma līkums,2000000111957,Piece
2000657,FP2406/2,Kondensāta sūknis Aspen mini Aqua (FP2406/2),2000000000350,Piece
2000658,FZ216191,Vadības panelis fritierim,2000000087474,Piece
2000659,FZ601180,Temperatūras devējs Fri Fri,2000000094380,Piece
2000660,GGDC,Bukse ftoroplasta GG,2000000066219,Piece
2000661,GR.40,Filtrs Gr.40,2000000158181,Piece
2000662,GS2011200000,"Cimds Niroflex 2000 rokas daļai, M",2000000062082,Piece
2000663,GUA0000085,Silokona blīve produktu maisītājam Lioness H/5,2000000062587,Piece
2000664,GUA0000120,Boilera blīve,2000000119656,Piece
2000665,GUA043,Blīvgumija krāsnij Garbin Piccolo,2000000158815,Piece
2000667,HS50-50RJ,Rezistors 50 OMS 50W 5%,2000000166360,Piece
2000668,IA008,Zobsiksna 2350 T10 16 vaļēja Chiorino,2000000166940,Piece
2000669,IDOOR0070R,Durvis TF40 900X2000,2000005003974,Piece
2000670,IDPLUS974,Bloks Eliwell IDPLUS974,2000000154091,Piece
2000671,IND015,HB mazās saldētavas vāks 4*270*450,2000000124643,Piece
2000672,INJ117,Cauruļu konektora korpuss melns,2000000113555,Piece
2000673,INJ321S,Šeika padeves uzgalis,2000000124414,Piece
2000674,IP65,Coil-Her-230V-13W-50Hz-IP65,2000005004049,Piece
2000675,IPRTS0725C,Cenu zīmes turētājs,2000005004070,Piece
2000676,4009442,U Profils 100mm,2000000166315,Meter
2000678,IPRTS62006,Naudas paplāte kases galdam,2000005004377,Piece
2000679,IPRTS6252D,Pretvibrators anakonda 16mm,2000005004407,Piece
2000680,IPRTS6740F,Aizskaru turētājs,2000005004476,Piece
2000681,IPRTS6979T,Apakšējais turētājs,2000000162201,Piece
2000682,4000607,Josla profils (stūra),2000005004544,Meter
2000683,IPRTS9114D,"Ventilis SAE3/8"" X NPT 3/8""",2000005004568,Piece
2000684,IPRTS9737O,Eļļas līmeņa regulators OS-54FY,2000005004599,Piece
2000685,IPRTS9864P,Profils rez.daļa,2000005004612,Piece
2000686,IPRTT00324,Lodveida vārsts GBC 6S,2000005004636,Piece
2000687,IPRTT0647,Bampers (rail support),2000005004650,Piece
2000688,IPRTT1116,Adapters RS485,2000005004681,Piece
2000689,IPRTT2581,Eļļas resivers 5740/3G,2000005004810,Piece
2000691,IPRTT4447,Axial fan FN056-VDW.4M.A7P2,2000005004896,Piece
2000694,IR175C,Spuldze IR175C,2000005004988,Piece
2000696,IVPRS0260,Iztvaikotājs GDF030/1B/37-EN150.E,2000005005008,Piece
2000698,JR59391,Jura ūdens skaitītājs FHKSC12R,2000000102191,Piece
2000699,KE/MI/LI/220G,Slēdzis 220V 11*28Mm zaļš,2000000092294,Piece
2000700,KLD421,Metāliskais skapis KLD 421/1,2000005005077,Piece
2000701,KT-S51,KT-S lokanā vārpsta,2000000018034,Piece
2000702,KT-SSW,Kt Elektriskā Siera Griezēja Stīgu Komplekts (KT-SSW),2000000095424,Piece
2000703,KT210024,Kt-210 Zāģlentas Tīrītājs,2000000130880,Piece
2000704,KT400074,Kt-400 Regulēšanas Kāja,2000000134772,Piece
2000705,KTW500SBH,Svaru devējs Kern NTNN600K200M,2000000043012,Piece
2000706,L2200C,San Jamar krūzīšu vāku dispensers L2200C,2000000108179,Piece
2000707,L320C,San Jamar salmiņu dispensers L320C (L320C),2000000108216,Piece
2000708,LAB44,Rokturis vitrīnas stiklam ISA vitrīnai,2000000098364,Piece
2000710,LID13,GN konteiners ID 1/3,2000005005145,Piece
2000711,LLI-K4215DD-X-AS,Chatillon 4200 svari ar AS trauku,2000000102573,Piece
2000712,LM2252,LM-22 nazis (LM2252),2000000121772,Piece
2000713,LM3204.5,"KT LM32 Sietiņš 4,5mm (LM3204.5)",2000000020020,Piece
2000714,LM32A162,LM-32A pedāļa slēdzis,2000000165271,Piece
2000715,LM42045,"KT LM-42 sietiņš D.130mm,4.5mm (LM4204.5)",2000000089867,Piece
2000716,LM42A136,Sietiņa fiksators LM-42A,2000000156743,Piece
2000717,LM82P060,Kt LM-82P gaļas mašīnas uzgrieznis nažu spriegošanai,2000000080512,Piece
2000718,LM82P106,LM-82 gaļas mašīnas šneka korpuss,2000000130279,Piece
2000719,M.211.E.025,Pulēts plēvas satvērējs,2000000033044,Piece
2000720,M.220.I.101,Ventilātors,2000000085654,Piece
2000722,MAN037,Konditorejas krāsns rokturis Garbin,2000000143705,Piece
2000723,MATRIXEP2,Smēre augstām temperatūrām Matrix EP2,2000000074986,Kilogram
2000724,MAY110,Kond. Airwell May 110,2000005005213,Piece
2000725,MC3155,Gaisa filtrs,2000000130569,Piece
2000727,MF-5M-230,MF-5M-230 Piena dzesētājs,2000000084329,Piece
2000728,MIS3142,Uzgalis,2000000113562,Piece
2000729,MK-75,Mērces karote 75G. MK-75,2000005005268,Piece
2000731,MOT16,Motors 16W,2000000129389,Piece
2000733,N.16,Akmens asināšanai griezējam,2000000110981,Piece
2000734,NEK6213GK,Kompresors NEK 6213 GK,2000000110653,Piece
2000735,NET03,Profils ķemme,2000000077154,Meter
2000736,NET200P,"PVC aizkari 200*2, Polar",2000000077147,Meter
2000737,NT2178GK,Kompresors NT 2178 GK,2000000063867,Piece
2000738,NT6220GK,Kompresors NT 6220 GK,2000000125497,Piece
2000739,NTC015HP00,"NTC sensors IP67, 1.5M,-50T50",2000000079448,Piece
2000740,NYM3*2.5,Kabelis(N)Ym 3*2.5mm2 Saiva,2000000154848,Meter
2000741,ORG-MTOY-1,"Atbalsta pēda stiklam salātu bāram ""Tango"" Enofrigo",2000000158143,Piece
2000742,P010118,Soļu plate 180° Ieejas Vārtiem Checkmark,2000000083094,Piece
